alias_id,unit_id,unit_code,alias_name,alias_type,generator_source
76,11,BCA_T01,HVAN,abbreviation,auto_rule
77,12,BCA_T02,Học viện Cảnh sát nhân dân,canonical,manual_registry
78,12,BCA_T02,CSND,abbreviation,manual_domain
79,12,BCA_T02,Học viện CSND,abbreviation,manual_domain
80,12,BCA_T02,HV Cảnh sát,alias,manual_domain
81,12,BCA_T02,T02,short_code,manual_domain
82,12,BCA_T02,Hoc vien Canh sat nhan dan,no_accent,auto_rule
83,12,BCA_T02,HVCS,abbreviation,auto_rule
84,13,BCA_T03,Học viện Chính trị Công an nhân dân,canonical,manual_registry
85,13,BCA_T03,Hoc vien Chinh tri Cong an nhan dan,no_accent,auto_rule
86,13,BCA_T03,HVCTCA,abbreviation,auto_rule
87,13,BCA_T03,Học viện Chnh trị Công an nhân dân,typo_ocr,noise_injector
88,14,BCA_BV198,Bệnh viện 19 - 8 Bộ Công an,canonical,manual_registry
89,14,BCA_BV198,Benh vien 19 - 8 Bo Cong an,no_accent,auto_rule
90,14,BCA_BV198,BV1BCA,abbreviation,auto_rule
91,14,BCA_BV198,Bệnh viện 19 - 8 B Công an,typo_ocr,noise_injector
92,15,BCA_BV304,Bệnh viện 30 - 4 Bộ Công an,canonical,manual_registry
93,15,BCA_BV304,Benh vien 30 - 4 Bo Cong an,no_accent,auto_rule
94,15,BCA_BV304,BV3BCA,abbreviation,auto_rule
95,16,BCA_CA_HN,Công an Thành phố Hà Nội,canonical,manual_registry
96,16,BCA_CA_HN,CATP Hà Nội,abbreviation,manual_domain
97,16,BCA_CA_HN,CA TP Hà Nội,alias,manual_domain
98,16,BCA_CA_HN,CA Hà Nội,abbreviation,manual_domain
99,16,BCA_CA_HN,Cong an Ha Noi,no_accent,manual_domain
100,16,BCA_CA_HN,Công an TP HN,alias,manual_domain
101,16,BCA_CA_HN,Cong an Thanh pho Ha Noi,no_accent,auto_rule
102,16,BCA_CA_HN,CATPHN,abbreviation,auto_rule
103,16,BCA_CA_HN,Công a Thành phố Hà Nội,typo_ocr,noise_injector
104,16,BCA_CA_HN,Công an Thành ph Hà Nội,typo_ocr,noise_injector
105,17,BCA_CA_HN_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Thành phố Hà Nội,canonical,manual_registry
106,17,BCA_CA_HN_PC01,PC01 HN,short_code,manual_domain
107,17,BCA_CA_HN_PC01,PC01 CATP Hà Nội,abbreviation,manual_domain
108,17,BCA_CA_HN_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CATP Hà Nội,abbreviation,domain_rules
109,17,BCA_CA_HN_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA TP Hà Nội,alias,domain_rules
110,17,BCA_CA_HN_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Hà Nội,abbreviation,domain_rules
111,17,BCA_CA_HN_PC01,PC01 - Công an Thành phố Hà Nội,abbreviation,domain_rules
112,17,BCA_CA_HN_PC01,Van phong Co quan Canh sat đieu tra - Cong an Thanh pho Ha Noi,no_accent,auto_rule
113,17,BCA_CA_HN_PC01,VPCSĐTCATPHN,abbreviation,auto_rule
114,18,BCA_CA_HN_PC02,Phòng Cảnh sát hình sự - Công an Thành phố Hà Nội,canonical,manual_registry
115,18,BCA_CA_HN_PC02,Phòng Cảnh sát hình sự - CATP Hà Nội,abbreviation,domain_rules
116,18,BCA_CA_HN_PC02,Phòng Cảnh sát hình sự - CA TP Hà Nội,alias,domain_rules
117,18,BCA_CA_HN_PC02,Phòng Cảnh sát hình sự - CA Hà Nội,abbreviation,domain_rules
118,18,BCA_CA_HN_PC02,PC02 - Công an Thành phố Hà Nội,abbreviation,domain_rules
119,18,BCA_CA_HN_PC02,Phòng CSHS - Công an Thành phố Hà Nội,alias,domain_rules
120,18,BCA_CA_HN_PC02,Phong Canh sat hinh su - Cong an Thanh pho Ha Noi,no_accent,auto_rule
121,18,BCA_CA_HN_PC02,PCSHSCATPHN,abbreviation,auto_rule
122,18,BCA_CA_HN_PC02,Phòng Cảnh sát hình sự - Côngan Thành hố Hà Nội,typo_ocr,noise_injector
123,18,BCA_CA_HN_PC02,Phng Cảnh sát hình sự - Côg an Thành phố Hà Nội,typo_ocr,noise_injector
124,19,BCA_CA_HN_PC03,Phòng Cảnh sát kinh tế - Công an Thành phố Hà Nội,canonical,manual_registry
125,19,BCA_CA_HN_PC03,Phòng Cảnh sát kinh tế - CATP Hà Nội,abbreviation,domain_rules
126,19,BCA_CA_HN_PC03,Phòng Cảnh sát kinh tế - CA TP Hà Nội,alias,domain_rules
127,19,BCA_CA_HN_PC03,Phòng Cảnh sát kinh tế - CA Hà Nội,abbreviation,domain_rules
128,19,BCA_CA_HN_PC03,Phong Canh sat kinh te - Cong an Thanh pho Ha Noi,no_accent,auto_rule
129,19,BCA_CA_HN_PC03,PCSKTCATPHN,abbreviation,auto_rule
130,19,BCA_CA_HN_PC03,Phòng Cảnh sát kinh tế - Côg an Thàn phố Hà Nội,typo_ocr,noise_injector
131,19,BCA_CA_HN_PC03,Phòng Cảnh sát kinh tế  Công an Thành phố Hà Nội,typo_ocr,noise_injector
132,20,BCA_CA_HN_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Thành phố Hà Nội,canonical,manual_registry
133,20,BCA_CA_HN_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CATP Hà Nội,abbreviation,domain_rules
134,20,BCA_CA_HN_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA TP Hà Nội,alias,domain_rules
135,20,BCA_CA_HN_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Hà Nội,abbreviation,domain_rules
136,20,BCA_CA_HN_PC04,PC04 - Công an Thành phố Hà Nội,abbreviation,domain_rules
137,20,BCA_CA_HN_PC04,Phòng CS ma túy - Công an Thành phố Hà Nội,alias,domain_rules
138,20,BCA_CA_HN_PC04,Phong Canh sat đieu tra toi pham ve ma tuy - Cong an Thanh pho Ha Noi,no_accent,auto_rule
139,20,BCA_CA_HN_PC04,PCSĐTTPMTCATPHN,abbreviation,auto_rule
140,21,BCA_CA_HN_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Thành phố Hà Nội,canonical,manual_registry
141,21,BCA_CA_HN_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CATP Hà Nội,abbreviation,domain_rules
142,21,BCA_CA_HN_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA TP Hà Nội,alias,domain_rules
143,21,BCA_CA_HN_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Hà Nội,abbreviation,domain_rules
144,21,BCA_CA_HN_PC06,PC06 - Công an Thành phố Hà Nội,abbreviation,domain_rules
145,21,BCA_CA_HN_PC06,Phòng CSQLHC - Công an Thành phố Hà Nội,alias,domain_rules
146,21,BCA_CA_HN_PC06,Phong Canh sat quan ly hanh chinh ve trat tu xa hoi - Cong an Thanh pho Ha Noi,no_accent,auto_rule
147,21,BCA_CA_HN_PC06,PCSQLHCTTXHCATPHN,abbreviation,auto_rule
148,21,BCA_CA_HN_PC06,Phòng Cảnh sát quản lý hànhcính về trật tự xã hội - Công an Thành phố Hà Nội,typo_ocr,noise_injector
149,21,BCA_CA_HN_PC06,Phng Cảnhsát quản lý hành chín về trật tự xã hội - Công an Thành phố Hà Nội,typo_ocr,noise_injector
150,22,BCA_CA_HN_PC08,Phòng Cảnh sát giao thông - Công an Thành phố Hà Nội,canonical,manual_registry
151,22,BCA_CA_HN_PC08,Phòng Cảnh sát giao thông - CATP Hà Nội,abbreviation,domain_rules
152,22,BCA_CA_HN_PC08,Phòng Cảnh sát giao thông - CA TP Hà Nội,alias,domain_rules
153,22,BCA_CA_HN_PC08,Phòng Cảnh sát giao thông - CA Hà Nội,abbreviation,domain_rules
154,22,BCA_CA_HN_PC08,PC08 - Công an Thành phố Hà Nội,abbreviation,domain_rules
155,22,BCA_CA_HN_PC08,Phòng CSGT - Công an Thành phố Hà Nội,alias,domain_rules
156,22,BCA_CA_HN_PC08,Phong Canh sat giao thong - Cong an Thanh pho Ha Noi,no_accent,auto_rule
157,22,BCA_CA_HN_PC08,PCSGTCATPHN,abbreviation,auto_rule
158,22,BCA_CA_HN_PC08,Phòng Cảnh sát giao thông  Công an Thành phố Hà Nội,typo_ocr,noise_injector
159,22,BCA_CA_HN_PC08,Phòng Cảnh sát giao thông - Công an Thành pố Hà Nội,typo_ocr,noise_injector
160,23,BCA_CA_HN_PA01,Phòng An ninh đối ngoại - Công an Thành phố Hà Nội,canonical,manual_registry
161,23,BCA_CA_HN_PA01,Phòng An ninh đối ngoại - CATP Hà Nội,abbreviation,domain_rules
162,23,BCA_CA_HN_PA01,Phòng An ninh đối ngoại - CA TP Hà Nội,alias,domain_rules
163,23,BCA_CA_HN_PA01,Phòng An ninh đối ngoại - CA Hà Nội,abbreviation,domain_rules
164,23,BCA_CA_HN_PA01,Phong An ninh đoi ngoai - Cong an Thanh pho Ha Noi,no_accent,auto_rule
165,23,BCA_CA_HN_PA01,PANĐNCATPHN,abbreviation,auto_rule
166,23,BCA_CA_HN_PA01,Phòng An ninh đối ngoại - Công anThành phố Hà Nội,typo_ocr,noise_injector
167,23,BCA_CA_HN_PA01,Phòng An ninh ối ngoại - Công an Thành phố Hà ội,typo_ocr,noise_injector
168,24,BCA_CA_HN_PA02,Phòng An ninh nội địa - Công an Thành phố Hà Nội,canonical,manual_registry
169,24,BCA_CA_HN_PA02,Phòng An ninh nội địa - CATP Hà Nội,abbreviation,domain_rules
170,24,BCA_CA_HN_PA02,Phòng An ninh nội địa - CA TP Hà Nội,alias,domain_rules
171,24,BCA_CA_HN_PA02,Phòng An ninh nội địa - CA Hà Nội,abbreviation,domain_rules
172,24,BCA_CA_HN_PA02,Phong An ninh noi đia - Cong an Thanh pho Ha Noi,no_accent,auto_rule
173,24,BCA_CA_HN_PA02,PANNĐCATPHN,abbreviation,auto_rule
174,24,BCA_CA_HN_PA02,Phòng An ninh nội địa - Công an hành phố Hà Nội,typo_ocr,noise_injector
175,25,BCA_CA_HN_PA03,Phòng An ninh chính trị nội bộ - Công an Thành phố Hà Nội,canonical,manual_registry
176,25,BCA_CA_HN_PA03,Phòng An ninh chính trị nội bộ - CATP Hà Nội,abbreviation,domain_rules
177,25,BCA_CA_HN_PA03,Phòng An ninh chính trị nội bộ - CA TP Hà Nội,alias,domain_rules
178,25,BCA_CA_HN_PA03,Phòng An ninh chính trị nội bộ - CA Hà Nội,abbreviation,domain_rules
179,25,BCA_CA_HN_PA03,Phong An ninh chinh tri noi bo - Cong an Thanh pho Ha Noi,no_accent,auto_rule
180,25,BCA_CA_HN_PA03,PANCTNBCATPHN,abbreviation,auto_rule
181,25,BCA_CA_HN_PA03,Phòg An ninh chín trị nội bộ - Công an Thành phố Hà Nội,typo_ocr,noise_injector
182,26,BCA_CA_HN_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Thành phố Hà Nội,canonical,manual_registry
183,26,BCA_CA_HN_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CATP Hà Nội,abbreviation,domain_rules
184,26,BCA_CA_HN_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA TP Hà Nội,alias,domain_rules
185,26,BCA_CA_HN_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Hà Nội,abbreviation,domain_rules
186,26,BCA_CA_HN_PA05,Phong An ninh mang va phong chong toi pham cong nghe cao - Cong an Thanh pho Ha Noi,no_accent,auto_rule
187,26,BCA_CA_HN_PA05,PANMPCTPCNCCATPHN,abbreviation,auto_rule
188,26,BCA_CA_HN_PA05,Phòng An ninh mạng và phòng chốgti phạm công nhệ cao - Công an Thành phố HàNội,typo_ocr,noise_injector
189,26,BCA_CA_HN_PA05,Phòng An ninh mạng àphòng chống tội phạm công nghệ cao - Công an Thành phố Hà Nội,typo_ocr,noise_injector
190,27,BCA_CA_HTAY,Công an Tỉnh Hà Tây,canonical,manual_registry
191,27,BCA_CA_HTAY,CA Hà Tây,abbreviation,manual_domain
192,27,BCA_CA_HTAY,CATP Hà Tây,abbreviation,manual_domain
193,27,BCA_CA_HTAY,CA Tỉnh Hà Tây,alias,domain_rules
194,27,BCA_CA_HTAY,Cong an Tinh Ha Tay,no_accent,auto_rule
195,27,BCA_CA_HTAY,CATHT,abbreviation,auto_rule
196,28,BCA_CA_HTAY_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Tỉnh Hà Tây,canonical,manual_registry
197,28,BCA_CA_HTAY_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Tỉnh Hà Tây,alias,domain_rules
198,28,BCA_CA_HTAY_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CA Hà Tây,abbreviation,domain_rules
199,28,BCA_CA_HTAY_PC01,PC01 - Công an Tỉnh Hà Tây,abbreviation,domain_rules
200,28,BCA_CA_HTAY_PC01,Van phong Co quan Canh sat đieu tra - Cong an Tinh Ha Tay,no_accent,auto_rule
201,28,BCA_CA_HTAY_PC01,VPCSĐTCATHT,abbreviation,auto_rule
202,29,BCA_CA_HTAY_PC02,Phòng Cảnh sát hình sự - Công an Tỉnh Hà Tây,canonical,manual_registry
203,29,BCA_CA_HTAY_PC02,Phòng Cảnh sát hình sự - CA Tỉnh Hà Tây,alias,domain_rules
204,29,BCA_CA_HTAY_PC02,Phòng Cảnh sát hình sự - CA Hà Tây,abbreviation,domain_rules
205,29,BCA_CA_HTAY_PC02,PC02 - Công an Tỉnh Hà Tây,abbreviation,domain_rules
206,29,BCA_CA_HTAY_PC02,Phòng CSHS - Công an Tỉnh Hà Tây,alias,domain_rules
207,29,BCA_CA_HTAY_PC02,Phong Canh sat hinh su - Cong an Tinh Ha Tay,no_accent,auto_rule
208,29,BCA_CA_HTAY_PC02,PCSHSCATHT,abbreviation,auto_rule
209,29,BCA_CA_HTAY_PC02,Phòn Cảnh sát hình sự - Công an Tỉnh HàTây,typo_ocr,noise_injector
210,29,BCA_CA_HTAY_PC02,PhòngCảnh sát hình sự - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
211,30,BCA_CA_HTAY_PC03,Phòng Cảnh sát kinh tế - Công an Tỉnh Hà Tây,canonical,manual_registry
212,30,BCA_CA_HTAY_PC03,Phòng Cảnh sát kinh tế - CA Tỉnh Hà Tây,alias,domain_rules
213,30,BCA_CA_HTAY_PC03,Phòng Cảnh sát kinh tế - CA Hà Tây,abbreviation,domain_rules
214,30,BCA_CA_HTAY_PC03,Phong Canh sat kinh te - Cong an Tinh Ha Tay,no_accent,auto_rule
215,30,BCA_CA_HTAY_PC03,PCSKTCATHT,abbreviation,auto_rule
216,30,BCA_CA_HTAY_PC03,Phòng Cản sát kinh tế - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
217,30,BCA_CA_HTAY_PC03,Phòng Cảnh sát kinh tế - Cng an Tỉnh Hà Tây,typo_ocr,noise_injector
218,31,BCA_CA_HTAY_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - Công an Tỉnh Hà Tây,canonical,manual_registry
219,31,BCA_CA_HTAY_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Tỉnh Hà Tây,alias,domain_rules
220,31,BCA_CA_HTAY_PC04,Phòng Cảnh sát điều tra tội phạm về ma túy - CA Hà Tây,abbreviation,domain_rules
221,31,BCA_CA_HTAY_PC04,PC04 - Công an Tỉnh Hà Tây,abbreviation,domain_rules
222,31,BCA_CA_HTAY_PC04,Phòng CS ma túy - Công an Tỉnh Hà Tây,alias,domain_rules
223,31,BCA_CA_HTAY_PC04,Phong Canh sat đieu tra toi pham ve ma tuy - Cong an Tinh Ha Tay,no_accent,auto_rule
224,31,BCA_CA_HTAY_PC04,PCSĐTTPMTCATHT,abbreviation,auto_rule
225,31,BCA_CA_HTAY_PC04,Phòng Cảnh sát điều tra tội phạm về m túy - Công an TỉnhHà Tây,typo_ocr,noise_injector
226,32,BCA_CA_HTAY_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Tây,canonical,manual_registry
227,32,BCA_CA_HTAY_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Tỉnh Hà Tây,alias,domain_rules
228,32,BCA_CA_HTAY_PC06,Phòng Cảnh sát quản lý hành chính về trật tự xã hội - CA Hà Tây,abbreviation,domain_rules
229,32,BCA_CA_HTAY_PC06,PC06 - Công an Tỉnh Hà Tây,abbreviation,domain_rules
230,32,BCA_CA_HTAY_PC06,Phòng CSQLHC - Công an Tỉnh Hà Tây,alias,domain_rules
231,32,BCA_CA_HTAY_PC06,Phong Canh sat quan ly hanh chinh ve trat tu xa hoi - Cong an Tinh Ha Tay,no_accent,auto_rule
232,32,BCA_CA_HTAY_PC06,PCSQLHCTTXHCATHT,abbreviation,auto_rule
233,32,BCA_CA_HTAY_PC06,Phòng Cảnh sát qản lý hành chính về trật tự xã hội - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
234,33,BCA_CA_HTAY_PC08,Phòng Cảnh sát giao thông - Công an Tỉnh Hà Tây,canonical,manual_registry
235,33,BCA_CA_HTAY_PC08,Phòng Cảnh sát giao thông - CA Tỉnh Hà Tây,alias,domain_rules
236,33,BCA_CA_HTAY_PC08,Phòng Cảnh sát giao thông - CA Hà Tây,abbreviation,domain_rules
237,33,BCA_CA_HTAY_PC08,PC08 - Công an Tỉnh Hà Tây,abbreviation,domain_rules
238,33,BCA_CA_HTAY_PC08,Phòng CSGT - Công an Tỉnh Hà Tây,alias,domain_rules
239,33,BCA_CA_HTAY_PC08,Phong Canh sat giao thong - Cong an Tinh Ha Tay,no_accent,auto_rule
240,33,BCA_CA_HTAY_PC08,PCSGTCATHT,abbreviation,auto_rule
241,33,BCA_CA_HTAY_PC08,Phòng Cảnh sát giao thông- Công an Tỉnh Hà Tây,typo_ocr,noise_injector
242,33,BCA_CA_HTAY_PC08,Phòng Cảnh sát giao thng - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
243,34,BCA_CA_HTAY_PA01,Phòng An ninh đối ngoại - Công an Tỉnh Hà Tây,canonical,manual_registry
244,34,BCA_CA_HTAY_PA01,Phòng An ninh đối ngoại - CA Tỉnh Hà Tây,alias,domain_rules
245,34,BCA_CA_HTAY_PA01,Phòng An ninh đối ngoại - CA Hà Tây,abbreviation,domain_rules
246,34,BCA_CA_HTAY_PA01,Phong An ninh đoi ngoai - Cong an Tinh Ha Tay,no_accent,auto_rule
247,34,BCA_CA_HTAY_PA01,PANĐNCATHT,abbreviation,auto_rule
248,34,BCA_CA_HTAY_PA01,Phng An ninh đối ngoại - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
249,35,BCA_CA_HTAY_PA02,Phòng An ninh nội địa - Công an Tỉnh Hà Tây,canonical,manual_registry
250,35,BCA_CA_HTAY_PA02,Phòng An ninh nội địa - CA Tỉnh Hà Tây,alias,domain_rules
251,35,BCA_CA_HTAY_PA02,Phòng An ninh nội địa - CA Hà Tây,abbreviation,domain_rules
252,35,BCA_CA_HTAY_PA02,Phong An ninh noi đia - Cong an Tinh Ha Tay,no_accent,auto_rule
253,35,BCA_CA_HTAY_PA02,PANNĐCATHT,abbreviation,auto_rule
254,36,BCA_CA_HTAY_PA03,Phòng An ninh chính trị nội bộ - Công an Tỉnh Hà Tây,canonical,manual_registry
255,36,BCA_CA_HTAY_PA03,Phòng An ninh chính trị nội bộ - CA Tỉnh Hà Tây,alias,domain_rules
256,36,BCA_CA_HTAY_PA03,Phòng An ninh chính trị nội bộ - CA Hà Tây,abbreviation,domain_rules
257,36,BCA_CA_HTAY_PA03,Phong An ninh chinh tri noi bo - Cong an Tinh Ha Tay,no_accent,auto_rule
258,36,BCA_CA_HTAY_PA03,PANCTNBCATHT,abbreviation,auto_rule
259,36,BCA_CA_HTAY_PA03,Phòng An ninh chính trị nội ộ - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
260,37,BCA_CA_HTAY_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - Công an Tỉnh Hà Tây,canonical,manual_registry
261,37,BCA_CA_HTAY_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Tỉnh Hà Tây,alias,domain_rules
262,37,BCA_CA_HTAY_PA05,Phòng An ninh mạng và phòng chống tội phạm công nghệ cao - CA Hà Tây,abbreviation,domain_rules
263,37,BCA_CA_HTAY_PA05,Phong An ninh mang va phong chong toi pham cong nghe cao - Cong an Tinh Ha Tay,no_accent,auto_rule
264,37,BCA_CA_HTAY_PA05,PANMPCTPCNCCATHT,abbreviation,auto_rule
265,37,BCA_CA_HTAY_PA05,Pòng An ninh mạng và pòng chống tội phạm công nghệ co - Công an Tỉnh Hà Tây,typo_ocr,noise_injector
266,38,BCA_CA_HCM,Công an Thành phố Thành phố Hồ Chí Minh,canonical,manual_registry
267,38,BCA_CA_HCM,CATP Hồ Chí Minh,abbreviation,manual_domain
268,38,BCA_CA_HCM,Công an TP.HCM,abbreviation,manual_domain
269,38,BCA_CA_HCM,CATP.HCM,abbreviation,manual_domain
270,38,BCA_CA_HCM,CA TP HCM,alias,manual_domain
271,38,BCA_CA_HCM,Cong an TP Ho Chi Minh,no_accent,manual_domain
272,38,BCA_CA_HCM,CATP Thành phố Hồ Chí Minh,abbreviation,domain_rules
273,38,BCA_CA_HCM,CA TP Thành phố Hồ Chí Minh,alias,domain_rules
274,38,BCA_CA_HCM,CA Thành phố Hồ Chí Minh,abbreviation,domain_rules
275,38,BCA_CA_HCM,Cong an Thanh pho Thanh pho Ho Chi Minh,no_accent,auto_rule
276,38,BCA_CA_HCM,CATPTPHCM,abbreviation,auto_rule
277,39,BCA_CA_HCM_PC01,Văn phòng Cơ quan Cảnh sát điều tra - Công an Thành phố Thành phố Hồ Chí Minh,canonical,manual_registry
278,39,BCA_CA_HCM_PC01,Văn phòng Cơ quan Cảnh sát điều tra - CATP Thành phố Hồ Chí Minh,abbreviation,domain_rules
